name
Zak Penn
Wendy Apple
Luc Jacquet
Elizabeth Allen Rosenbaum
Oskar Roehler
Christopher Browne
Jessica Bendinger
Diane English
Colin Brady
 Christopher Reeve
 Daniel St. Pierre
Darren Lynn Bousman
Q. Allan Brocka
Michael Spierig
 Peter Spierig
James McTeigue
Lee Unkrich
Paul Provenza
Jeff Feuerzeig
Hoyt Yeatman
Henry Alex Rubin
 Dana Adam Shapiro
David LaChapelle
Rupert Murray
Pradeep Sarkar
Robert Brinkmann
Doug Atchison
Scott Glosserman
Carlos Saldanha
Marilyn Agrelo
Ryan Murphy
Hiroyuki Imaishi
Michael Matheson
James Gunn
 John Stevenson
William Brent Bell
Pete Travis
Shane Acker
Larry Charles
Scott Wiper
Cory Edwards
 Todd Edwards
 Tony Leech
Chris Carter
Niall Johnson
Daniel Grou
Hany Abu-Assad
Josh Gordon
 Will Speck
Liz Friedlander
Stefen Fangmeier
David Michael Latt
Jonathan Dayton
 Valerie Faris
Hunter Richards
Steven Cantor
 Matthew Galkin
Jimmy Hayward
 Steve Martino
Masaaki Yuasa
Ben Affleck
Mark Helfrich
Daniel Sánchez Arévalo
Steve Bendelack
Kevin Munroe
Glen Morgan
Jim Sonzero
Andy Fickman
Carrie Preston
Matt Maiellaro
 Dave Willis
Robert B. Weide
Dave Meyers
Nicholaus Goossen
Zach Helm
Marshall Curry
Andrew Currie
Susanne Bier
Gavin Hood
Marcos Siega
Louise Osmond
 Jerry Rothwell
Sean McGinly
Fred Savage
 Edgar Wright
 Rob Zombie
Howard McCain
David Silverman
Damián Szifrón
Anne Fletcher
J.A. Bayona
Christopher Smith
David Moreau
 Xavier Palud
Rod Hardy
Xavier Gens
Anthony Leondis
Tony Gilroy
Aaron Seltzer
 Jason Friedberg
Marc Moody
Justin Chadwick
Mat Whitecross
 Michael Winterbottom
Justin Lo
Ryan Fleck
Kelly Reichardt
Nobuhiro Yamashita
Declan Lowney
Alex Garland
Dwayne Carey-Hill
Kentarô Ohtani
Mark Palansky
Timo Vuorensola
Adrienne Shelly
 Paul Almond
Dito Montiel
Géla Babluani
Tom Gustafson
Mennan Yapo
Goran Dukic
David Leaf
 John Scheinfeld
Lian Lunson
Sam Dunn
 Scot McFadyen
 Jessica Joy Wise
Andrew Leman
Mark Andrews
 Andrew Jimenez
Alex Gibney
Mark Neveldine
 Brian Taylor
Ralph Arlyck
Sylvain White
Nacho Vigalondo
Russell P. Marleau
Kirk De Micco
Jon Hurwitz
 Hayden Schlossberg
Pierre Salvadori
Bryan Bertino
Gil Cates Jr.
 Julie Stevens
Seiji Mizushima
Jaco Van Dormael
Anthony Hemingway
Heidi Ewing
 Rachel Grady
Jean-Baptiste Andrea
Chris Paine
Kyle Newman
Bruce Campbell
Heitor Dhalia
Mike Barker
Simon Hunter
Justin Theroux
Sarah Polley
Henriette Mantel
 Steve Skrovan
Patrick Creadon
Kirby Dick
Taika Waititi
Rob Williams
Philip G. Atwell
Marty Callner
John Scheinfeld
Colin Strause
 Greg Strause
Shûsuke Kaneko
Michael Sucsy
Sam Garbarski
Stanley Nelson
Jorge Blanco
 Javier Abad
 Marcos Martínez
Aram Rappaport
Michael Hofmann
Robert Shaye
Eric Zala
Bruce A. Evans
Mitchell Lichtenstein
Tony Jaa
 Panna Rittikrai
Graham Annable
Akiva Schaffer
Don Scardino
Dan Klores
 Fisher Stevens
Oren Moverman
Don Cheadle
Tatia Rosenthal
Christian Alvart
Phyllida Lloyd
Patricia Riggen
Jason Friedberg
 Aaron Seltzer
Eric Steel
Nicholas Stoller
Martin Weisz
Derek Sieg
Duncan Jones
Anna Boden
 Ryan Fleck
Alex Rivera
Joe Lynch
Michael Blieden
Alex Kendrick
Craig Gillespie
David Pastor
 Àlex Pastor
Jens Lien
Kent Jones
 Yvan Attal
 Randall Balsmeyer
 Shunji Iwai
 Wen Jiang
 Shekhar Kapur
 Joshua Marston
 Natalie Portman
 Brett Ratner
Vincent Paronnaud
 Marjane Satrapi
Corneliu Porumboiu
José Luis Guerín
Tom Hooper
Lilly Wachowski
 Cecilia Peck
Marco Schnabel
Koen Mortier
Jon Cassar
Amy Berg
Jim Field Smith
Brian Percival
Joel Anderson
Seung-wan Ryoo
Clayton Jacobson
Scott Stewart
Nadine Labaki
Joachim Trier
Sophie Fiennes
Gary Shore
Gareth Edwards
Michael Arias
Patrick Tatopoulos
Sang-soo Hong
Genndy Tartakovsky
Adam Mason
Ingo Rasper
Kent Alterman
Andrew O'Connor
Adrian Shergold
Philipp Stölzl
Phil Lord
 Christopher Miller
Edward Neumeier
Jon Jones
Asghar Farhadi
Drew Heriot
Gary Hustwit
Steven Schachter
Diane Crespo
 Stefan C. Schaefer
Pavel Lungin
Fred Wolf
Alexandre Bustillo
 Julien Maury
Aristomenis Tsirbas
Masayuki
 Hideaki Anno
Mahiro Maeda
Suzie Templeton
Robin Swicord
Paulo Morelli
Michael McCullers
Jeremy Saulnier
Joshua Seftel
Jeremy Garelick
Jaffar Mahmood
Rob Letterman
Marcel Sarmiento
 Gadi Harel
Larysa Kondracki
Isidro Ortiz
Glenn McQuaid
Bill Pohlad
Matthijs van Heijningen Jr.
Brett Morgen
Tyler Perry
Gareth Carrivick
Laurie Lynd
Patrick Archibald
 Jay Oliva
 Dick Sebast
Amir Bar-Lev
Charles Ferguson
Martin Gero
Emmanuel Mouret
Nelson McCormick
Rémi Bezançon
Steven J. Santos
Matteo Garrone
Martin Wood
Lee Daniels
Jonah Markowitz
Robert C. Cooper
Guillaume Ivernel
 Arthur Qwak
Bård Breien
Marc Webb
Luiso Berdejo
Nic Balthazar
Rosser Goodman
Carter Smith
Marc Schölermann
 Olivier Assayas
 Bille August
 Jane Campion
 Youssef Chahine
 Kaige Chen
 Michael Cimino
 David Cronenberg
 Jean-Pierre Dardenne
 Manoel de Oliveira
 Raymond Depardon
 Atom Egoyan
 Hsiao-Hsien Hou
 Aki Kaurismäki
 Abbas Kiarostami
 Takeshi Kitano
 Andrey Konchalovskiy
 David Lynch
 Nanni Moretti
 Roman Polanski
 Raoul Ruiz
 Elia Suleiman
 Ming-liang Tsai
 Wim Wenders
 Kar-wai Wong
 Yimou Zhang
Andrew Waller
Sacha Gervasi
 Leos Carax
 Michel Gondry
James DeMonaco
Adam Del Deo
Courtney Hunt
Makoto Shinkai
Ethan Maniquis
Steve McQueen
Jeffrey Nachmanoff
Ted Braun
Ilmar Raag
Ramin Bahrani
Abby Epstein
Lucía Puenzo
Hee-il Leesong
Mark Hartley
Richard Berge
 Bonni Cohen
 Nicole Newnham
Geoffrey O'Connor
Michael Patrick King
Tom McGrath
Charles Robert Carner
Jim Brown
 Loveleen Tandan
John Erick Dowdle
Yann Arthus-Bertrand
Luis Piedrahita
 Rodrigo Sopeña
Floria Sigismondi
Sanaa Hamri
Ava DuVernay
James Watkins
Thomas Balmès
Jon M. Chu
Paolo Sorrentino
Nick Moore
Clark Gregg
Pascal Laugier
Toby Wilkins
Sngmoo Lee
Cristian Mungiu
Eran Kolirin
Tom Vaughan
Agnès Merlet
Jaume Balagueró
 Paco Plaza
Darnell Martin
Glenn Ficarra
 John Requa
Stephen Walker
 Sally George
 Bob Peterson
Miguel Sapochnik
Manny Rodriguez
Peter Avanzino
Matthew Diamond
Ricky Gervais
 Matthew Robinson
Ella Lemhagen
Laurent Cantet
Philippe Claudel
Yôjirô Takita
Jamin Winans
John Crowley
Peter Billingsley
 Mike Thurmeier
Jonathan Levine
Will Gluck
Prabhudheva
Greg Osborne
Neal Brennan
Chris Gorak
Jonas Elmer
Benny Boom
Jeffery Scott Lando
Joseph Kosinski
Christian Molina
Sook-Yin Lee
 Sudz Sutherland
 David Weaver
 Aaron Woodley
Yung Chang
Ric Roman Waugh
Robert Barry Ptolemy
Gerard Johnson
Derek Cianfrance
Masahiro Andô
Steve Antin
Cary Joji Fukunaga
Sophie Barthes
Olivier Megaton
 Brad Turner
Niels Arden Oplev
David Hackl
John Luessenhop
Kevin Heffernan
Sean Anders
Neill Blomkamp
Tomas Alfredson
Vicky Jenson
Carl Deal
 Tia Lessin
Chris Bell
Daniel Barnz
Kurt Kuenne
 Alex Gibney
 Seth Gordon
 Eugene Jarecki
 Morgan Spurlock
JK Youn
Damien Dante Wayans
Ruben Fleischer
Ellen Kuras
 Thavisouk Phrasavath
Marina Zenovich
Peter Joseph
Nina Paley
Drew Barrymore
John Wells
Ti West
David Robert Mitchell
Matt Aselton
Jim Mickle
Samuel Bayer
Jac Schaeffer
Oren Peli
Dan Trachtenberg
Matt Harlock
 Paul Thomas
Guy Moshe
Isaac Florentine
Alex Stapleton
Denny Tedesco
Ari Folman
Dave Filoni
Max Mayer
Lauren Montgomery
Rajkumar Hirani
Karan Johar
Brad Furman
Scott Sanders
Hong-jin Na
Louis C.K.
 Shannon Hartman
Thor Freudenthal
 Stephen Merchant
Fredrik Bond
Jody Hill
Paddy Considine
James Bobin
Maren Ade
Stiles White
Scott Cooper
Alan Poul
Jeff Stilson
William Monahan
 Brad Lewis
Daniel Alfredson
Benedek Fliegauf
 Brenda Chapman
 Steve Purcell
Olatunde Osunsanmi
Paul Solet
Wilson Yip
Malcolm Venville
Alastair Fothergill
 Keith Scholey
Armando Iannucci
Robert D. Siegel
Andrea Arnold
Ruben Östlund
Kevin Greutert
Seth Grossman
Grant Heslov
Alison Ellwood
Gustavo Taretto
Dan Eckman
Scott Culver
J.T. Tepnapa
Doug Sweetland
Evan Goldberg
 Seth Rogen
Patrick Alessandrin
Sebastian Gutierrez
Lisa Barros D'Sa
 Glenn Leyburn
Paul King
George Ratliff
Noam Murro
Scott Spiegel
Stuart Hazeldine
Drew Goddard
Fuminori Kizaki
Sam Taylor-Johnson
 Karen Harley
 João Jardim
Todd Strauss-Schulson
Srdjan Spasojevic
Nikolaj Arcel
Barbara Brancaccio
 Joshua Zeman
Tommy Wirkola
Ola Simonsson
 Johannes Stjärne Nilsson
Derrick Borte
Ali Taner Baltaci
 Cem Yilmaz
Robert Kenner
Raman Hui
Chang-dong Lee
Daniel Barber
Afonso Poyart
Christian Ditter
Julie Anne Robinson
Daniel DelPurgatorio
 Mike Smith
David Keating
Franny Armstrong
Jennifer Yuh
Mehdi Ben Attia
Peter Stebbings
Lorene Scafaria
Tony Krantz
David Michôd
Louie Psihoyos
Tom Ford
Sean Byrne
Rupert Wyatt
Judith Ehrlich
 Rick Goldsmith
Pierre Coffin
 Chris Renaud
Don Argott
Michael Glawogger
Nicolo Donato
Casper Andreas
 Fred M. Caruso
Elizabeth Banks
 Steven Brill
 Steve Carr
 Rusty Cundieff
 James Duffy
 Griffin Dunne
 Patrik Forsberg
 Will Graham
 James Gunn
 Jonathan van Tulleken
 Bob Odenkirk
Anders Østergaard
Jason Winer
Nick Tomnay
Angus MacLane
Carl Rinsch
D. Kerry Prior
Jay Duplass
 Mark Duplass
Christopher Morris
Andy Bichlbaum
 Mike Bonanno
 Kurt Engfehr
Casey Affleck
Mabrouk El Mechri
John Sobrack
Yorgos Lanthimos
Ian Fitzgibbon
George Nolfi
Mark Levinson
Fisher Stevens
Jeff Malmberg
 Andrew Loo
Ben Steinbauer
Brad Peyton
Debra Granik
Jalmari Helander
Spencer Susser
Galt Niederhoffer
Lee Toland Krieger
Ho-Cheung Pang
Marco Berger
Stuart Beattie
Richard J. Lewis
Asif Kapadia
Peter Sohn
Yoshihiro Nishimura
 Naoyuki Tomomatsu
Sarah Smith
Camille Delamarre
 Jeff Newitt
Tim Miller
David Mackenzie
Richard Ayoade
Sean Durkin
Rufus Norris
Dustin Hoffman
Peter Ramsey
Gary McKendry
 Don Hall
Jon S. Baird
Dan Scanlon
Tate Taylor
Rodrigo Cortés
Eli Craig
Paolo Virzì
Tom Six
Boris Acosta
Joe Cornish
Chris Renaud
 Kyle Balda
Adam Rodgers
Takeshi Koike
Munehisa Sakai
Emmett Malloy
Todd Rohal
Sam Liu
 Lauren Montgomery
Måns Mårlind
 Björn Stein
Craig Moss
Josh Trank
Pinchas Perry
Vikram Jayanti
Jaap van Heusden
John Francis Daley
 Jonathan M. Goldstein
Shinsuke Sato
 Earl Palma
David Soren
Jeong-beom Lee
Dan Rush
Mike Mills
John Michael McDonagh
Niall MacCormick
Pablo Trapero
Mads Brügger
Mike Cahill
David A. Armstrong
Josh Fox
Tim Hetherington
 Sebastian Junger
Lee Fulkerson
Marjane Satrapi
Ricki Stern
 Anne Sundberg
Asger Leth
Hiromasa Yonebayashi
Brandon Vietti
Lena Dunham
Craig Johnson
Tatsuya Ishihara
 Yasuhiro Takemoto
Joonas Berghäll
 Mika Hotakainen
Randall Churchill
Henry Joost
 Ariel Schulman
Robert Stromberg
Banksy
James Mather
 Stephen St. Leger
Hadi Hajaig
Daniel Espinosa
Michaël R. Roskam
Julie Delpy
Lenny Abrahamson
Geoff Moore
 David Posamentier
Quentin Dupieux
Morten Tyldum
J.C. Chandor
Teddy Newton
Richard Press
Steven Quale
Chris Butler
Paolo Genovese
Geoffrey Fletcher
Romain Goupil
Nima Nourizadeh
Jesse Peretz
Seth MacFarlane
Atiq Rahimi
Sian Heder
Jason Eisener
Aimee Lagos
Gavin Wiesen
Peter DeLuise
Michael Brandt
Simon Curtis
Michel Hazanavicius
Stephen Chbosky
R. Ellis Frazier
Ari Sandel
Daming Chen
Steve Martino
Douglas Tirola
Jeff Nichols
Olivier Nakache
 Eric Toledano
Kieran Darcy-Smith
Loressa Clisby
 Kevin Macdonald
 Hiroaki Aikawa
 Natalia Andreadis
 Jack Attridge
 Cristina Bocchialini
 Zillah Bowes
 Ferran Brooks
 Andrea Dalla Costa
 Lisa Cottrell-Bentley
 Alejo Crisóstomo
 Ayman El Gazwy
 Jane Haubrich
 Soma Helmi
 Jennifer M. Howd
 Aditya Kolli
 Gabor Kukucska
 Francesco La Regina
 Frederic Lumiere
 Marek Mackovic
 Linda Matarasso
 Kevin McMahon
 Joseph Michael
 Joaquin Montalvan
 Lilit Movsisyan
 Emmanuelle Pickett
 Alejandro Romeo
 Alaa Sheikh Hassan
 Marcus Tedenryd
 Zuqy
Klay Hall
Aleksey Fedorchenko
Jeffrey Donovan
Til Schweiger
Daniel Ribeiro
Matt Piedmont
Satoshi Nishimura
Sebastián Borensztein
Marcelo Piñeyro
Daryl Wein
John Gulager
James Ponsoldt
Andrew Haigh
Ben Nott
 Morgan O'Neill
Jamie Linden
Ben Palmer
Alex Kurtzman
Andrew Erwin
 Jon Erwin
Jennifer Westfeldt
Nat Faxon
 Jim Rash
Shan Nicholson
Fernando Barreda Luna
Carlo Ledesma
Rupert Sanders
Steve Lickteig
André Øvredal
Lynn Shelton
Zal Batmanglij
Marcus Dunstan
Cindy Meehl
Ken Scott
Carles Torrens
Maggie Carey
Ryûhei Kitamura
Lee Kirk
Dan Fogelman
Rich Moore
David Gelb
Kazuya Murata
Constance Marks
Andrew Rossi
Ben Wheatley
Wes Ball
Gorô Miyazaki
Tom Gormican
David Redmon
 Ashley Sabin
Angelina Jolie
Bruce La Bruce
Sujoy Ghosh
Seth Kramer
 Daniel A. Miller
 Jeremy Newberger
Sabine Bernardi
Akiva Goldsman
Ruba Nadda
Alison Klayman
Suri Krishnamma
Erik Van Looy
Jason Moore
Phil Dorling
 Ron Nyswaner
Adam Wingard
Pablo Berger
Daniel Lindsay
 T.J. Martin
Tomm Moore
Ben Lewin
Josh Radnor
Salim Akil
Jesse Lawrence
Chris Nelson
Henry Hobson
Emma Cooper
Aaron Harvey
Gareth Evans
Shirish Kunder
Leslye Headland
David Barrett
Jay Bulger
Peter Templeman
Frank Pavich
Ramaa Mosley
Lisanne Pajot
 James Swirsky
Jan Ole Gerster
Justin Trefgarne
Jen Soska
 Sylvia Soska
Bart Layton
Rob Pearlstein
Richard Bates Jr.
Jerusha Hess
Cody Cameron
 Kris Pearn
Gabe Torres
Jake Schreier
Jamie Travis
David Guy Levy
Scott Walker
Crispian Mills
 Chris Hopewell
Ira Sachs
Christopher Kenneally
Andrés Wood
Keanu Reeves
Bruno Dumont
Andrés Muschietti
Felix van Groeningen
Neil Berkeley
Bill Filipiak
 Louise Palanker
James Keach
Chadd Harbold
Craig Zisk
Peter Glanz
Mike Birbiglia
 Seth Barrish
Craig Viveiros
Gabriela Pichler
Rodney Ascher
Katherine Fairfax Wright
 Malika Zouhali-Worrall
 Ronnie Del Carmen
Ben Falcone
Matt Bettinelli-Olpin
 David Bruckner
 Tyler Gillett
 Justin Martinez
 Glenn McQuaid
 Radio Silence
 Joe Swanberg
 Chad Villella
 Ti West
 Adam Wingard
Josh C. Waller
Keith Parmer
Felix Herngren
Lawrence Shapiro
Keoni Waxman
David France
Benh Zeitlin
Malik Bendjelloul
Lauren Greenfield
Justin Reardon
Max Nichols
Jon Wright
Jay Oliva
Jason Bateman
Theodore Melfi
Jonathan Sobol
Kim Mordaunt
Ayan Mukherjee
Jordan Vogt-Roberts
Dan Beers
Kleber Mendonça Filho
Rob Meltzer
 Janet Chun
Jason Wise
Steve Wolsh
Wally Pfister
Jacob Kornbluth
Joseph Gordon-Levitt
John Poliquin
Brad Copeland
Justin Simien
Gary Entin
Neil Barsky
Don Hall
Michael Rosenbaum
Jérôme Salle
Nisha Pahuja
Haifaa Al-Mansour
Jorge R. Gutiérrez
Michael Walker
Masahiro Hosoda
Joe Swanberg
Liz W. Garcia
Alessandro Carloni
 Jennifer Yuh
Gregory Jacobs
Rupert Goold
 Angus MacLane
Abdellatif Kechiche
David Jung
Kyle Balda
 Pierre Coffin
 Jennifer Lee
Lake Bell
Clio Barnard
Dave Grohl
Travis Cluff
 Chris Lofing
Whoopi Goldberg
Jennifer Kent
Ana Lily Amirpour
Sebastián Silva
Patrick Hughes
Ryan Coogler
Joshua Michael Stern
Stevan Riley
Scott Waugh
Destin Daniel Cretton
Tatsuya Nagamine
Joshua Oppenheimer
 Anonymous
 Christine Cynn
Ken Burns
 Sarah Burns
 David McMahon
Cedric Nicolas-Troyan
Mac Carter
Mike Flanagan
John Kahrs
E.L. Katz
Don Hertzfeldt
Morgan Neville
Daniel Benmayor
Duke Johnson
 Charlie Kaufman
Matthew Saville
Amma Asante
Luke Matheny
Crystal Moselle
Patrick Brice
Dean Israelite
Julius Avery
Timothy Wheeler
Christopher Landon
Ádám Császi
Greg 'Freddy' Camalier
Kazuaki Kiriya
S. Craig Zahler
Tze Chun
Baillie Walsh
Ivan Kavanagh
Amy S. Weber
David Wnendt
Samantha Grant
James Mottern
Gabriela Cowperthwaite
Julian Gilbey
Hong Khaou
Etan Cohen
Alfonso Gomez-Rejon
Damien Chazelle
Josh Boone
Simon Klose
Saschka Unseld
Stephan Lacant
Cory Krueckeberg
Camilo Tavares
Steven Gomez
Bradley King
Thea Sharrock
Mark Elijah Rosenberg
Aleksander Bach
Steven Knight
 Yarrow Cheney
John Maloof
 Charlie Siskel
Anthony C. Ferrante
Tom Berninger
Isaac Feder
Charlie McDowell
Scot Armstrong
Mark Young
Christian Petzold
Rob Thomas
Elliot Goldner
Jordan Rubin
Shira Piven
Kevin Kolsch
 Dennis Widmyer
Jennifer Finnigan
 Jonathan Silverman
Jake Szymanski
Kornél Mundruczó
James Ward Byrkit
Wade Gasque
Susanna Fogel
Dan Gilroy
Onur Ünlü
Gillian Robespierre
Chad Stahelski
 David Leitch
Sarik Andreasyan
Adam MacDonald
 Rich Moore
 Jared Bush
Fouad Mikati
Sophia Turkiewicz
Sam Esmail
Brian Trenchard-Smith
Courteney Cox
Samantha Futerman
 Ryan Miyamoto
Roberts Gannaway
Lance Bangs
Russell Crowe
Sarah Gavron
Alexandros Avranas
Jen McGowan
Allison Berg
 Frank Keraudren
Damon Beesley
 Iain Morris
Karen Leigh Hopkins
John-Paul Davidson
Ariel Kleiman
Matthew Warchus
Leigh Janiak
Kim Longinotto
Brett Haley
Gabe Polsky
Brian Knappenberger
J. Davis
Chris Sparling
Kristin Hanggi
Osgood Perkins
Babak Najafi
Mischa Kamp
Peter Landesman
Shane Abbess
 Autumn de Wilde
 Todd Haynes
Jeff Radice
Jemaine Clement
 Taika Waititi
Chapman Way
 Maclain Way
Peter Barton
David Sandberg
Johanna Hamilton
Gerard Johnstone
Robert Gordon
 Morgan Neville
Andrew Mogel
 Jarrad Paul
Mike Smith
 John Paul Tremblay
 Robb Wells
 Jason Eisener
Edison Cájas
Jim Weedon
Mark Linfield
 Alastair Fothergill
Austin Stark
Cem Yilmaz
Adam Alleca
Jason Lei Howden
Ned Benson
Dan Berk
 Robert Olsen
Sanjay Leela Bhansali
Stephen Merchant
Michael Showalter
Tony McNamara
Jon Watts
Sean Baker
James Vanderbilt
Ashutosh Gowariker
David M. Rosenthal
Peter W. Kunhardt
Dave Green
 Jorma Taccone
Kristina Goolsby
 Ashley York
Laura Poitras
Andreas Dalsgaard
 Vivana Gomez
 Viviana Gómez Echeverry
 Nicolas Servide
James C. Strouse
Peter Atencio
Joel Edgerton
Burak Aksak
Josh Forbes
 Shinji Higuchi
Robert Eggers
Steffi Kammerer
Rachel Goldenberg
Tinu Suresh Desai
Alik Sakharov
Ross Adam
 Robert Cannan
Ricardo Curtis
